Date,Price,Open,High,Low,Vol.,Change %
09/27/2024,"1,660.09","1,668.59","1,668.59","1,658.49",204.79M,-0.67%
09/26/2024,"1,671.32","1,670.19","1,672.60","1,666.19",223.46M,-0.12%
09/25/2024,"1,673.38","1,674.06","1,675.73","1,665.19",239.94M,0.18%
09/24/2024,"1,670.37","1,667.25","1,671.47","1,665.51",209.13M,0.30%
09/23/2024,"1,665.30","1,669.91","1,671.62","1,658.48",234.42M,-0.21%
09/20/2024,"1,668.82","1,670.68","1,674.04","1,668.48",512.72M,0.19%
09/19/2024,"1,665.65","1,663.27","1,665.84","1,657.13",297.37M,0.30%
09/18/2024,"1,660.59","1,664.33","1,664.78","1,654.00",174.84M,-0.22%
09/17/2024,"1,664.28","1,654.31","1,664.99","1,651.55",,0.73%
09/13/2024,"1,652.15","1,642.63","1,652.25","1,638.44",234.70M,0.84%
09/12/2024,"1,638.31","1,644.04","1,649.87","1,637.91",260.03M,-0.09%
09/11/2024,"1,639.80","1,653.57","1,654.38","1,638.90",289.60M,-1.24%
09/10/2024,"1,660.35","1,653.80","1,661.09","1,649.53",343.81M,0.54%
09/09/2024,"1,651.49","1,647.20","1,659.11","1,642.31",344.98M,-0.10%
09/06/2024,"1,653.12","1,669.47","1,671.83","1,648.42",338.23M,-0.70%
09/05/2024,"1,664.82","1,670.55","1,677.46","1,663.18",301.09M,-0.32%
09/04/2024,"1,670.24","1,662.65","1,675.53","1,662.22",231.64M,-0.38%
09/03/2024,"1,676.65","1,677.82","1,684.06","1,673.86",216.65M,-0.09%
09/02/2024,"1,678.19","1,680.36","1,683.43","1,671.90",207.99M,-0.04%
08/30/2024,"1,678.80","1,658.48","1,679.85","1,651.10",713.92M,1.53%
08/29/2024,"1,653.55","1,672.95","1,684.68","1,651.73",333.07M,-1.29%
08/28/2024,"1,675.24","1,657.77","1,681.37","1,657.77",436.81M,1.39%
08/27/2024,"1,652.29","1,639.16","1,653.12","1,639.16",281.62M,0.81%
08/26/2024,"1,638.96","1,639.82","1,643.95","1,634.72",191.62M,0.20%
08/23/2024,"1,635.74","1,643.33","1,644.44","1,633.31",157.51M,-0.36%
08/22/2024,"1,641.66","1,640.33","1,642.14","1,634.69",258.15M,0.39%
08/21/2024,"1,635.32","1,641.72","1,646.38","1,633.64",229.14M,-0.45%
08/20/2024,"1,642.77","1,649.56","1,660.29","1,637.45",435.81M,-0.36%
08/19/2024,"1,648.70","1,625.14","1,653.35","1,624.58",400.06M,1.53%
08/16/2024,"1,623.90","1,622.20","1,624.71","1,617.18",192.80M,0.68%
08/15/2024,"1,612.94","1,614.63","1,614.69","1,605.69",168.63M,0.04%
08/14/2024,"1,612.35","1,611.79","1,613.63","1,606.49",168.96M,0.18%
08/13/2024,"1,609.52","1,605.84","1,609.52","1,598.30",165.94M,0.18%
08/12/2024,"1,606.66","1,598.53","1,609.57","1,598.53",161.80M,0.66%
08/09/2024,"1,596.05","1,601.16","1,604.06","1,591.75",170.81M,0.36%
08/08/2024,"1,590.38","1,585.96","1,593.24","1,579.69",214.63M,-0.09%
08/07/2024,"1,591.87","1,576.12","1,596.60","1,563.77",240.48M,1.11%
08/06/2024,"1,574.39","1,542.14","1,574.39","1,529.09",352.17M,2.47%
08/05/2024,"1,536.48","1,593.36","1,593.36","1,532.24",560.21M,-4.63%
08/02/2024,"1,611.05","1,619.31","1,619.31","1,607.75",244.66M,-0.81%
08/01/2024,"1,624.25","1,625.87","1,626.35","1,621.44",176.15M,-0.08%
07/31/2024,"1,625.57","1,613.33","1,627.94","1,611.60",223.53M,0.85%
07/30/2024,"1,611.94","1,624.78","1,629.37","1,611.94",188.25M,-0.78%
07/29/2024,"1,624.56","1,617.16","1,625.55","1,616.35",169.03M,0.72%
07/26/2024,"1,612.88","1,613.99","1,616.83","1,610.65",157.39M,-0.14%
07/25/2024,"1,615.18","1,617.08","1,618.00","1,610.58",161.85M,-0.37%
07/24/2024,"1,621.14","1,631.31","1,631.31","1,619.71",167.17M,-0.52%
07/23/2024,"1,629.68","1,625.23","1,632.50","1,625.23",208.96M,0.47%
07/22/2024,"1,622.07","1,637.12","1,637.12","1,616.74",197.94M,-0.88%
07/19/2024,"1,636.55","1,634.06","1,638.29","1,632.53",209.48M,0.17%
07/18/2024,"1,633.81","1,633.70","1,634.24","1,627.93",247.98M,0.02%
07/17/2024,"1,633.54","1,629.98","1,638.03","1,629.89",205.72M,0.47%
07/16/2024,"1,625.96","1,631.73","1,633.97","1,624.39",234.84M,-0.24%
07/15/2024,"1,629.82","1,619.86","1,632.69","1,619.19",224.77M,0.66%
07/12/2024,"1,619.06","1,622.73","1,622.97","1,616.22",235.11M,-0.25%
07/11/2024,"1,623.12","1,621.16","1,628.35","1,620.02",266.20M,0.29%
07/10/2024,"1,618.38","1,613.71","1,620.83","1,613.65",223.44M,0.25%
07/09/2024,"1,614.42","1,617.14","1,618.02","1,613.15",251.99M,0.21%
07/05/2024,"1,611.02","1,615.76","1,616.26","1,608.41",151.11M,-0.35%
07/04/2024,"1,616.75","1,615.96","1,619.75","1,614.71",213.02M,0.09%
07/03/2024,"1,615.32","1,599.60","1,615.32","1,599.60",207.02M,1.09%
07/02/2024,"1,597.96","1,598.58","1,602.52","1,595.62",232.83M,-0.02%
07/01/2024,"1,598.20","1,590.26","1,598.36","1,587.03",163.91M,0.51%
06/28/2024,"1,590.09","1,583.53","1,590.09","1,581.52",213.09M,0.32%
06/27/2024,"1,584.94","1,591.53","1,592.26","1,582.31",198.11M,-0.38%
06/26/2024,"1,590.95","1,586.39","1,593.42","1,581.76",203.21M,0.35%
06/25/2024,"1,585.38","1,589.71","1,594.71","1,582.35",229.70M,-0.27%
06/24/2024,"1,589.66","1,589.87","1,594.09","1,582.78",218.92M,-0.04%
06/21/2024,"1,590.37","1,593.41","1,598.16","1,590.00",497.24M,-0.15%
06/20/2024,"1,592.69","1,596.27","1,596.27","1,590.37",189.84M,-0.44%
06/19/2024,"1,599.79","1,608.47","1,609.22","1,599.79",211.95M,-0.39%
06/18/2024,"1,606.13","1,609.39","1,615.09","1,606.13",232.58M,-0.07%
06/14/2024,"1,607.32","1,611.00","1,611.90","1,604.48",225.45M,-0.18%
06/13/2024,"1,610.17","1,612.58","1,616.84","1,609.13",218.59M,0.08%
06/12/2024,"1,608.95","1,616.63","1,618.99","1,608.95",202.81M,-0.16%
06/11/2024,"1,611.49","1,617.00","1,617.37","1,609.26",273.39M,-0.18%
06/10/2024,"1,614.37","1,619.24","1,619.24","1,613.01",158.08M,-0.22%
06/07/2024,"1,617.86","1,615.97","1,622.49","1,614.93",213.52M,0.19%
06/06/2024,"1,614.73","1,611.82","1,617.05","1,609.34",233.10M,0.39%
06/05/2024,"1,608.53","1,614.81","1,622.65","1,608.53",197.15M,-0.43%
06/04/2024,"1,615.40","1,595.94","1,617.41","1,595.35",280.42M,1.17%
05/31/2024,"1,596.68","1,608.88","1,612.31","1,595.36",652.45M,-0.47%
05/30/2024,"1,604.26","1,603.21","1,608.84","1,602.32",219.69M,-0.07%
05/29/2024,"1,605.35","1,614.71","1,614.71","1,605.35",218.20M,-0.65%
05/28/2024,"1,615.82","1,620.65","1,622.93","1,612.96",214.98M,-0.15%
05/27/2024,"1,618.27","1,620.67","1,622.40","1,617.98",177.47M,-0.07%
05/24/2024,"1,619.40","1,624.96","1,624.96","1,614.83",307.42M,-0.60%
05/23/2024,"1,629.18","1,620.66","1,632.79","1,620.66",249.48M,0.44%
05/21/2024,"1,622.09","1,628.38","1,628.38","1,620.80",230.61M,-0.33%
05/20/2024,"1,627.50","1,618.28","1,629.81","1,618.28",200.29M,0.67%
05/17/2024,"1,616.62","1,612.42","1,619.45","1,611.93",219.23M,0.34%
05/16/2024,"1,611.11","1,604.38","1,611.57","1,604.38",183.26M,0.49%
05/15/2024,"1,603.23","1,605.75","1,607.64","1,603.23",194.10M,-0.17%
05/14/2024,"1,605.88","1,601.62","1,607.42","1,601.44",208.29M,0.19%
05/13/2024,"1,602.91","1,602.30","1,604.80","1,600.43",163.11M,0.14%
05/10/2024,"1,600.67","1,603.46","1,604.07","1,599.84",180.64M,-0.03%
05/09/2024,"1,601.22","1,606.21","1,607.38","1,599.29",168.55M,-0.22%
05/08/2024,"1,604.75","1,606.96","1,610.25","1,602.29",216.51M,-0.06%
05/07/2024,"1,605.68","1,600.85","1,610.32","1,600.66",265.32M,0.52%
05/06/2024,"1,597.39","1,591.80","1,598.26","1,591.17",201.15M,0.49%
05/03/2024,"1,589.59","1,581.59","1,590.56","1,581.59",262.49M,0.59%
05/02/2024,"1,580.30","1,574.97","1,582.68","1,574.27",246.29M,0.27%
05/01/2024,"1,575.97","1,583.58","1,589.06","1,575.97",333.28M,0.00%
04/30/2024,"1,575.97","1,583.58","1,589.06","1,575.97",333.28M,-0.42%
04/29/2024,"1,582.66","1,576.30","1,583.34","1,575.00",284.29M,0.48%
04/26/2024,"1,575.16","1,567.67","1,575.57","1,566.34",249.18M,0.38%
04/25/2024,"1,569.25","1,573.29","1,574.45","1,569.03",229.08M,-0.14%
04/24/2024,"1,571.48","1,565.49","1,572.48","1,564.89",217.22M,0.63%
04/23/2024,"1,561.64","1,559.81","1,567.57","1,559.81",215.23M,0.13%
04/22/2024,"1,559.59","1,548.57","1,559.94","1,548.38",162.91M,0.78%
04/19/2024,"1,547.57","1,546.30","1,552.45","1,545.90",217.83M,0.18%
04/18/2024,"1,544.76","1,539.84","1,548.46","1,538.68",192.59M,0.28%
04/17/2024,"1,540.42","1,535.05","1,541.88","1,532.95",201.30M,0.35%
04/16/2024,"1,535.00","1,541.08","1,541.59","1,532.49",299.01M,-0.49%
04/15/2024,"1,542.53","1,545.45","1,548.34","1,542.53",242.54M,-0.55%
04/12/2024,"1,551.04","1,554.09","1,556.64","1,548.27",225.17M,-0.16%
04/09/2024,"1,553.51","1,559.91","1,565.57","1,553.43",148.75M,-0.41%
04/08/2024,"1,559.98","1,556.78","1,560.26","1,554.15",136.34M,0.30%
04/05/2024,"1,555.25","1,551.07","1,555.97","1,547.96",183.48M,0.13%
04/04/2024,"1,553.24","1,538.98","1,554.33","1,537.25",208.03M,1.06%
04/03/2024,"1,537.01","1,547.29","1,548.42","1,537.01",185.70M,-0.71%
04/02/2024,"1,547.99","1,543.53","1,550.99","1,540.77",188.49M,0.26%
04/01/2024,"1,544.02","1,537.50","1,544.71","1,537.07",113.54M,0.52%
03/29/2024,"1,536.07","1,532.11","1,542.00","1,532.03",197.61M,0.36%
03/27/2024,"1,530.60","1,536.51","1,536.58","1,528.52",213.45M,-0.51%
03/26/2024,"1,538.42","1,536.06","1,540.51","1,532.07",201.82M,0.06%
03/25/2024,"1,537.54","1,540.23","1,540.23","1,532.73",144.72M,-0.31%
03/22/2024,"1,542.39","1,541.56","1,543.84","1,537.92",153.44M,0.06%
03/21/2024,"1,541.41","1,539.12","1,542.33","1,534.66",186.20M,0.37%
03/20/2024,"1,535.79","1,545.06","1,546.00","1,535.77",182.48M,-0.59%
03/19/2024,"1,544.96","1,551.59","1,552.10","1,544.96",299.51M,-0.56%
03/18/2024,"1,553.64","1,547.45","1,557.33","1,544.32",263.22M,0.05%
03/15/2024,"1,552.83","1,536.95","1,552.83","1,535.47",499.85M,0.59%
03/14/2024,"1,543.75","1,535.60","1,543.75","1,533.80",226.52M,0.37%
03/13/2024,"1,538.13","1,543.51","1,544.74","1,536.76",230.02M,-1.06%
03/12/2024,"1,554.56","1,544.95","1,556.71","1,541.36",236.87M,0.64%
03/11/2024,"1,544.71","1,542.01","1,547.48","1,540.77",282.74M,0.31%
03/08/2024,"1,539.86","1,536.52","1,541.15","1,535.32",334.76M,0.26%
03/07/2024,"1,535.83","1,531.70","1,539.60","1,531.70",235.39M,0.28%
03/06/2024,"1,531.51","1,532.45","1,535.20","1,527.92",266.51M,-0.36%
03/05/2024,"1,536.98","1,537.92","1,537.92","1,518.84",292.97M,-0.15%
03/04/2024,"1,539.27","1,539.10","1,547.10","1,537.03",234.92M,0.08%
03/01/2024,"1,538.02","1,553.16","1,556.22","1,537.11",304.49M,-0.86%
02/29/2024,"1,551.44","1,547.62","1,554.79","1,544.67",973.07M,0.38%
02/28/2024,"1,545.59","1,556.30","1,556.69","1,545.59",298.35M,-0.85%
02/27/2024,"1,558.80","1,545.52","1,559.02","1,545.16",309.55M,0.72%
02/26/2024,"1,547.60","1,548.93","1,553.90","1,544.47",314.10M,-0.10%
02/23/2024,"1,549.11","1,546.35","1,551.15","1,544.18",340.78M,0.23%
02/22/2024,"1,545.49","1,550.71","1,551.97","1,542.72",172.38M,-0.45%
02/21/2024,"1,552.40","1,554.10","1,554.95","1,547.49",241.60M,-0.21%
02/20/2024,"1,555.59","1,538.72","1,555.59","1,537.94",268.96M,1.10%
02/19/2024,"1,538.61","1,533.35","1,539.25","1,530.58",160.69M,0.33%
02/16/2024,"1,533.55","1,530.68","1,534.53","1,529.30",192.39M,0.34%
02/15/2024,"1,528.38","1,529.29","1,532.66","1,525.39",172.62M,-0.06%
02/14/2024,"1,529.33","1,527.79","1,530.95","1,521.79",152.26M,-0.13%
02/13/2024,"1,531.37","1,512.63","1,533.16","1,512.63",181.54M,1.26%
02/09/2024,"1,512.28","1,513.82","1,514.72","1,509.56",79.15M,-0.01%
02/08/2024,"1,512.36","1,513.19","1,521.18","1,512.36",171.57M,-0.05%
02/07/2024,"1,513.11","1,512.51","1,514.05","1,510.20",174.83M,0.01%
02/06/2024,"1,512.98","1,510.31","1,513.98","1,508.99",186.94M,0.11%
02/05/2024,"1,511.34","1,515.91","1,520.98","1,511.34",200.81M,-0.35%
02/02/2024,"1,516.58","1,509.35","1,521.23","1,508.50",290.51M,0.24%
01/31/2024,"1,512.98","1,512.60","1,516.40","1,509.55",247.47M,0.02%
01/30/2024,"1,512.75","1,517.75","1,520.31","1,511.84",213.78M,-0.17%
01/29/2024,"1,515.39","1,508.11","1,518.44","1,507.88",211.72M,0.60%
01/26/2024,"1,506.28","1,503.45","1,509.39","1,502.89",238.37M,0.14%
01/24/2024,"1,504.10","1,497.16","1,504.44","1,497.16",197.53M,0.53%
01/23/2024,"1,496.11","1,492.56","1,500.39","1,490.20",202.85M,0.33%
01/22/2024,"1,491.19","1,487.35","1,493.98","1,485.51",234.17M,0.32%
01/19/2024,"1,486.37","1,480.18","1,486.37","1,477.05",199.95M,0.49%
01/18/2024,"1,479.18","1,488.49","1,492.53","1,478.03",315.34M,-0.81%
01/17/2024,"1,491.21","1,491.89","1,494.32","1,487.52",216.72M,-0.18%
01/16/2024,"1,493.87","1,500.39","1,503.73","1,492.40",227.11M,-0.48%
01/15/2024,"1,501.11","1,488.28","1,501.86","1,487.81",196.07M,0.93%
01/12/2024,"1,487.34","1,483.24","1,487.34","1,482.02",225.72M,0.29%
01/11/2024,"1,483.00","1,487.15","1,492.44","1,483.00",232.40M,-0.26%
01/10/2024,"1,486.86","1,497.80","1,497.80","1,486.72",208.38M,-0.80%
01/09/2024,"1,498.83","1,497.17","1,503.93","1,496.84",311.18M,0.21%
01/08/2024,"1,495.70","1,488.60","1,498.52","1,488.60",301.57M,0.54%
01/05/2024,"1,487.61","1,476.89","1,487.61","1,476.85",280.92M,0.70%
01/04/2024,"1,477.26","1,462.85","1,477.56","1,461.03",286.04M,1.02%
01/03/2024,"1,462.37","1,452.54","1,465.69","1,450.17",215.53M,0.64%
01/02/2024,"1,453.10","1,452.20","1,453.56","1,446.36",103.28M,-0.11%
12/29/2023,"1,454.66","1,457.57","1,461.40","1,454.66",265.62M,-0.19%
12/28/2023,"1,457.41","1,453.86","1,459.10","1,453.06",142.54M,0.22%
12/27/2023,"1,454.22","1,452.37","1,455.44","1,452.08",158.32M,0.24%
12/26/2023,"1,450.78","1,454.08","1,456.66","1,450.78",130.08M,-0.25%
12/22/2023,"1,454.38","1,456.76","1,457.86","1,451.99",127.76M,-0.08%
12/21/2023,"1,455.58","1,463.17","1,463.17","1,454.97",157.05M,-0.61%
12/20/2023,"1,464.56","1,466.43","1,470.79","1,464.09",200.42M,-0.08%
12/19/2023,"1,465.67","1,466.56","1,467.61","1,464.55",162.66M,0.03%
12/18/2023,"1,465.28","1,461.56","1,468.74","1,460.42",216.39M,0.19%
12/15/2023,"1,462.45","1,455.95","1,464.78","1,455.69",284.78M,0.43%
12/14/2023,"1,456.26","1,448.88","1,456.26","1,448.14",165.23M,0.57%
12/13/2023,"1,448.04","1,446.08","1,448.48","1,443.72",130.35M,0.06%
12/12/2023,"1,447.12","1,446.12","1,447.72","1,444.26",127.33M,0.05%
12/11/2023,"1,446.39","1,441.32","1,446.39","1,440.40",102.40M,0.31%
12/08/2023,"1,441.97","1,443.97","1,446.13","1,441.09",84.18M,-0.06%
12/07/2023,"1,442.85","1,442.89","1,447.66","1,441.02",103.66M,-0.21%
12/06/2023,"1,445.82","1,450.91","1,452.07","1,444.63",92.07M,-0.25%
12/05/2023,"1,449.46","1,451.13","1,451.59","1,444.58",101.07M,-0.11%
12/04/2023,"1,451.02","1,454.97","1,457.02","1,448.17",106.53M,-0.37%
12/01/2023,"1,456.38","1,452.00","1,456.52","1,450.09",165.17M,0.25%
11/30/2023,"1,452.74","1,444.34","1,452.74","1,440.62",530.93M,0.46%
11/29/2023,"1,446.07","1,448.63","1,450.42","1,445.61",128.15M,-0.13%
11/28/2023,"1,448.02","1,450.19","1,452.60","1,444.60",156.89M,-0.01%
11/27/2023,"1,448.15","1,453.15","1,455.78","1,448.00",116.84M,-0.40%
11/24/2023,"1,453.92","1,455.78","1,456.05","1,451.08",136.98M,0.04%
11/23/2023,"1,453.29","1,456.68","1,456.68","1,451.35",93.61M,-0.18%
11/22/2023,"1,455.89","1,460.59","1,460.59","1,454.52",97.16M,-0.51%
11/21/2023,"1,463.40","1,458.13","1,463.40","1,456.16",138.33M,0.44%
11/20/2023,"1,456.92","1,460.26","1,460.26","1,454.12",74.15M,-0.26%
11/17/2023,"1,460.67","1,461.59","1,462.31","1,458.53",100.76M,-0.27%
11/16/2023,"1,464.68","1,464.78","1,465.16","1,460.46",105.48M,-0.15%
11/15/2023,"1,466.84","1,453.61","1,466.84","1,453.07",168.95M,1.04%
11/14/2023,"1,451.72","1,444.90","1,453.99","1,444.90",95.69M,0.45%
11/10/2023,"1,445.18","1,450.56","1,451.22","1,425.01",67.17M,-0.49%
11/09/2023,"1,452.27","1,456.84","1,457.84","1,450.64",95.90M,-0.37%
11/08/2023,"1,457.60","1,461.13","1,462.01","1,454.46",86.52M,-0.39%
11/07/2023,"1,463.37","1,464.05","1,465.55","1,458.66",115.79M,-0.09%
11/06/2023,"1,464.67","1,452.39","1,464.67","1,452.29",146.76M,1.02%
11/03/2023,"1,449.93","1,446.72","1,453.19","1,444.79",115.02M,0.71%
11/02/2023,"1,439.77","1,435.94","1,441.35","1,435.86",87.40M,0.31%
11/01/2023,"1,435.33","1,441.17","1,441.59","1,434.93",97.12M,-0.47%
10/31/2023,"1,442.14","1,438.75","1,443.46","1,437.98",99.31M,0.20%
10/30/2023,"1,439.20","1,440.04","1,441.80","1,436.98",66.15M,-0.19%
10/27/2023,"1,441.90","1,440.71","1,444.15","1,439.33",79.77M,0.09%
10/26/2023,"1,440.60","1,443.03","1,445.14","1,438.80",107.25M,-0.13%
10/25/2023,"1,442.51","1,437.97","1,444.53","1,437.82",80.81M,0.48%
10/24/2023,"1,435.65","1,438.28","1,440.28","1,430.15",112.93M,-0.17%
10/23/2023,"1,438.12","1,441.73","1,443.86","1,435.05",100.41M,-0.20%
10/20/2023,"1,441.04","1,443.35","1,443.75","1,438.36",113.34M,-0.11%
10/19/2023,"1,442.66","1,443.26","1,445.19","1,441.34",118.19M,-0.27%
10/18/2023,"1,446.54","1,443.23","1,446.54","1,441.06",146.82M,0.17%
10/17/2023,"1,444.13","1,439.04","1,444.13","1,438.95",105.41M,0.36%
10/16/2023,"1,438.96","1,445.36","1,446.12","1,436.50",122.05M,-0.36%
10/13/2023,"1,444.14","1,443.37","1,444.97","1,440.49",75.52M,0.02%
10/12/2023,"1,443.82","1,437.96","1,446.06","1,437.96",108.25M,0.51%
10/11/2023,"1,436.49","1,434.75","1,438.45","1,432.27",147.59M,0.09%
10/10/2023,"1,435.17","1,419.33","1,435.89","1,419.33",99.01M,1.26%
10/09/2023,"1,417.26","1,417.06","1,420.71","1,415.80",85.68M,0.03%
10/06/2023,"1,416.88","1,415.29","1,419.96","1,415.28",136.68M,0.09%
10/05/2023,"1,415.60","1,413.44","1,420.61","1,412.17",147.63M,-0.02%
10/04/2023,"1,415.84","1,417.91","1,419.66","1,412.70",146.33M,-0.29%
10/03/2023,"1,420.01","1,418.58","1,424.11","1,417.94",119.74M,0.09%
10/02/2023,"1,418.76","1,424.07","1,428.04","1,418.76",77.41M,-0.38%
09/29/2023,"1,424.17","1,436.39","1,436.97","1,424.17",170.33M,-1.11%
09/27/2023,"1,440.11","1,440.86","1,441.87","1,436.75",100.45M,-0.38%
09/26/2023,"1,445.55","1,442.79","1,447.05","1,441.89",88.00M,0.15%
09/25/2023,"1,443.45","1,449.83","1,450.32","1,441.17",85.33M,-0.47%
09/22/2023,"1,450.23","1,445.88","1,450.69","1,441.50",85.97M,0.14%
09/21/2023,"1,448.21","1,452.77","1,453.97","1,446.80",106.61M,-0.23%
09/20/2023,"1,451.56","1,452.63","1,456.77","1,450.37",103.37M,-0.42%
09/19/2023,"1,457.66","1,456.72","1,459.00","1,454.61",78.29M,-0.02%
09/18/2023,"1,457.99","1,456.96","1,458.46","1,452.86",83.40M,-0.07%
09/15/2023,"1,459.03","1,449.09","1,459.03","1,448.75",318.20M,0.65%
09/14/2023,"1,449.58","1,449.22","1,455.09","1,445.31",117.85M,-0.27%
09/13/2023,"1,453.54","1,447.03","1,453.54","1,444.81",87.52M,0.01%
09/12/2023,"1,453.39","1,454.29","1,454.32","1,447.96",98.95M,-0.11%
09/11/2023,"1,455.04","1,453.72","1,455.56","1,450.68",69.96M,0.01%
09/08/2023,"1,454.95","1,459.54","1,460.23","1,454.70",82.56M,-0.35%
09/07/2023,"1,460.07","1,458.97","1,463.30","1,458.27",81.32M,-0.04%
09/06/2023,"1,460.62","1,455.01","1,463.04","1,454.25",106.48M,0.40%
09/05/2023,"1,454.83","1,462.58","1,462.58","1,452.48",112.48M,-0.54%
09/04/2023,"1,462.72","1,464.07","1,465.93","1,460.84",95.59M,-0.05%
09/01/2023,"1,463.43","1,461.91","1,463.43","1,454.67",163.16M,0.79%
08/30/2023,"1,451.94","1,456.23","1,462.80","1,451.94",323.18M,-0.17%
08/29/2023,"1,454.44","1,443.47","1,455.80","1,441.52",124.60M,0.72%
08/28/2023,"1,444.06","1,443.67","1,445.31","1,441.78",90.97M,-0.02%
08/25/2023,"1,444.41","1,444.21","1,445.93","1,438.51",110.37M,-0.02%
08/24/2023,"1,444.67","1,441.52","1,446.75","1,441.52",87.38M,0.32%
08/23/2023,"1,440.11","1,451.63","1,451.72","1,439.13",101.61M,-0.79%
08/22/2023,"1,451.53","1,450.87","1,456.40","1,449.19",99.70M,0.07%
08/21/2023,"1,450.57","1,446.69","1,451.68","1,445.10",121.97M,0.31%
08/18/2023,"1,446.09","1,449.23","1,449.23","1,442.26",127.83M,-0.13%
08/17/2023,"1,447.98","1,460.61","1,460.76","1,447.98",154.81M,-1.06%
08/16/2023,"1,463.51","1,459.03","1,464.27","1,458.37",120.69M,0.22%
08/15/2023,"1,460.28","1,456.86","1,463.29","1,456.27",84.62M,0.23%
08/14/2023,"1,457.00","1,457.19","1,457.43","1,452.15",83.40M,-0.01%
08/11/2023,"1,457.16","1,458.47","1,458.97","1,449.67",116.25M,-0.12%
08/10/2023,"1,458.93","1,460.36","1,460.70","1,453.37",140.20M,-0.21%
08/09/2023,"1,462.03","1,450.30","1,462.03","1,446.71",140.19M,0.76%
08/08/2023,"1,451.00","1,444.21","1,452.47","1,441.63",87.85M,0.36%
08/07/2023,"1,445.81","1,444.89","1,449.38","1,442.13",48.14M,0.04%
08/04/2023,"1,445.21","1,442.49","1,447.13","1,442.23",70.52M,0.23%
08/03/2023,"1,441.85","1,441.37","1,442.78","1,433.04",89.24M,-0.19%
08/02/2023,"1,444.56","1,449.45","1,450.28","1,441.85",91.59M,-0.46%
08/01/2023,"1,451.24","1,458.90","1,462.56","1,449.02",98.17M,-0.56%
07/31/2023,"1,459.43","1,451.07","1,464.70","1,451.07",164.87M,0.63%
07/28/2023,"1,450.35","1,448.21","1,454.24","1,446.46",101.85M,-0.06%
07/27/2023,"1,451.27","1,447.66","1,456.36","1,446.92",123.23M,0.14%
07/26/2023,"1,449.29","1,436.70","1,449.29","1,436.70",133.08M,0.87%
07/25/2023,"1,436.79","1,425.76","1,437.81","1,425.28",135.60M,0.85%
07/24/2023,"1,424.69","1,412.68","1,424.69","1,412.38",87.45M,0.79%
07/21/2023,"1,413.52","1,407.48","1,413.52","1,405.64",86.99M,0.49%
07/20/2023,"1,406.69","1,404.57","1,409.34","1,402.71",100.33M,0.26%
07/18/2023,"1,403.03","1,407.54","1,407.90","1,399.47",78.50M,-0.22%
07/17/2023,"1,406.10","1,411.77","1,412.09","1,403.12",92.63M,-0.42%
07/14/2023,"1,412.09","1,399.53","1,414.22","1,399.39",160.01M,1.14%
07/13/2023,"1,396.23","1,401.10","1,401.76","1,396.23",71.84M,-0.13%
07/12/2023,"1,398.06","1,390.27","1,400.05","1,389.94",81.19M,0.47%
07/11/2023,"1,391.46","1,386.09","1,391.46","1,384.84",105.06M,0.61%
07/10/2023,"1,383.06","1,377.56","1,386.94","1,377.56",77.58M,0.39%
07/07/2023,"1,377.67","1,382.20","1,385.74","1,377.67",85.67M,-0.60%
07/06/2023,"1,385.95","1,389.71","1,389.71","1,381.86",92.37M,-0.28%
07/05/2023,"1,389.90","1,392.38","1,395.82","1,389.90",68.30M,-0.19%
07/04/2023,"1,392.49","1,393.56","1,396.33","1,388.85",63.60M,-0.24%
07/03/2023,"1,395.89","1,379.39","1,397.37","1,379.31",70.75M,1.40%
06/30/2023,"1,376.68","1,388.52","1,391.48","1,370.15",172.51M,-0.84%
06/28/2023,"1,388.37","1,387.67","1,394.56","1,387.67",71.39M,0.12%
06/27/2023,"1,386.74","1,390.87","1,393.38","1,385.30",85.69M,-0.23%
06/26/2023,"1,389.88","1,391.55","1,394.30","1,388.41",79.12M,-0.07%
06/23/2023,"1,390.89","1,395.70","1,397.54","1,389.70",89.37M,-0.27%
06/22/2023,"1,394.67","1,392.12","1,402.44","1,391.76",116.53M,0.09%
06/21/2023,"1,393.45","1,385.73","1,395.85","1,383.88",118.22M,0.37%
06/20/2023,"1,388.33","1,387.24","1,388.75","1,383.86",96.57M,0.07%
06/19/2023,"1,387.33","1,383.89","1,390.50","1,379.83",75.45M,-0.09%
06/16/2023,"1,388.61","1,382.42","1,388.61","1,373.15",305.65M,0.50%
06/15/2023,"1,381.73","1,382.96","1,382.96","1,378.83",109.13M,-0.27%
06/14/2023,"1,385.42","1,381.70","1,386.79","1,381.49",134.35M,0.35%
06/13/2023,"1,380.61","1,387.69","1,387.79","1,378.15",139.29M,-0.44%
06/12/2023,"1,386.77","1,377.61","1,390.55","1,377.61",100.96M,0.78%
06/09/2023,"1,376.08","1,375.58","1,381.26","1,373.08",92.01M,0.10%
06/08/2023,"1,374.64","1,375.79","1,376.62","1,369.41",109.44M,-0.29%
06/07/2023,"1,378.65","1,382.00","1,383.55","1,371.74",118.41M,-0.33%
06/06/2023,"1,383.17","1,382.10","1,383.58","1,377.35",120.09M,0.14%
06/02/2023,"1,381.26","1,385.82","1,385.82","1,376.78",128.95M,-0.13%
06/01/2023,"1,383.01","1,383.30","1,386.41","1,378.58",139.96M,-0.30%
05/31/2023,"1,387.12","1,396.68","1,398.38","1,380.90",657.52M,-0.70%
